URL;NAME;ADDRESS;CITY;RATINGS;AVG RATINGS;CATEGORY;TIPS;OPENING
https://www.tripadvisor.it/Attraction_Review-g187874-d4226830-Reviews-Piazza_del_Ferrarese-Bari_Province_of_Bari_Puglia.html;Piazza del Ferrarese;Piazza del Ferrarese;Bari, ;513;4.5;Siti d'interesse, Luoghi e punti d'interesse;-;-
https://www.tripadvisor.it/Attraction_Review-g187874-d7050197-Reviews-Piazza_Mercantile-Bari_Province_of_Bari_Puglia.html;Piazza Mercantile;Piazza Mercantile;Bari, ;272;4;Siti d'interesse, Luoghi e punti d'interesse;-;-
https://www.tripadvisor.it/Attraction_Review-g187874-d2358811-Reviews-Sacrario_Militare_dei_Caduti_d_Oltremare-Bari_Province_of_Bari_Puglia.html;Sacrario Militare dei Caduti d'Oltremare;Via Giovanni Gentile 31;70126, Bari, ;115;4.5;Siti d'interesse, Luoghi e punti d'interesse, Monumenti e statue;-;-
https://www.tripadvisor.it/Attraction_Review-g187874-d7062377-Reviews-Palazzo_dell_Acquedotto_Pugliese-Bari_Province_of_Bari_Puglia.html;Palazzo dell'Acquedotto Pugliese;Via Salvatore Cognetti 36;70121, Bari, ;80;4.5;Siti d'interesse, Luoghi e punti d'interesse;Durata consigliata: 1-2 ore;-
https://www.tripadvisor.it/Attraction_Review-g187874-d10842913-Reviews-Porto_Vecchio-Bari_Province_of_Bari_Puglia.html;Porto Vecchio;Lungomare Araldo di Crollalanza;70100, Bari, ;118;4;Siti d'interesse, Luoghi e punti d'interesse, Banchine e passerelle sul mare;-;-
https://www.tripadvisor.it/Attraction_Review-g187874-d6591170-Reviews-Chiesa_Russa_San_Nicola-Bari_Province_of_Bari_Puglia.html;Chiesa Russa San Nicola;Corso Benedetto Croce;Bari, ;74;4.5;Siti d'interesse, Luoghi e punti d'interesse;-;-
https://www.tripadvisor.it/Attraction_Review-g187874-d4821122-Reviews-Colonna_della_giustizia-Bari_Province_of_Bari_Puglia.html;Colonna della giustizia;Piazza Mercantile;70100, Bari, ;75;4;Siti d'interesse, Luoghi e punti d'interesse;-;-
https://www.tripadvisor.it/Attraction_Review-g187874-d9454088-Reviews-Teatro_Margherita-Bari_Province_of_Bari_Puglia.html;Teatro Margherita;Piazza Quattro Novembre;70122, Bari, ;101;4;Siti d'interesse, Luoghi e punti d'interesse, Edifici architettonici;-;-
https://www.tripadvisor.it/Attraction_Review-g187874-d13505351-Reviews-Strada_delle_Orecchiette-Bari_Province_of_Bari_Puglia.html;Strada delle Orecchiette;Via Arco Basso;70122, Bari, ;23;4.5;Siti d'interesse, Luoghi e punti d'interesse;-;-
https://www.tripadvisor.it/Attraction_Review-g187874-d11851352-Reviews-Corso_Cavour-Bari_Province_of_Bari_Puglia.html;Corso Cavour;Corso Cavour;70122, Bari, ;52;4;Siti d'interesse, Luoghi e punti d'interesse;-;-
https://www.tripadvisor.it/Attraction_Review-g187874-d10842974-Reviews-Arco_delle_Meraviglie-Bari_Province_of_Bari_Puglia.html;Arco delle Meraviglie;Strada Zeuli, 4;70122, Bari, ;17;4;Siti d'interesse, Luoghi e punti d'interesse, Ponti;-;-
https://www.tripadvisor.it/Attraction_Review-g187874-d7141161-Reviews-Auditorium_Diocesano_Vallisa-Bari_Province_of_Bari_Puglia.html;Auditorium Diocesano Vallisa;Piazza del Ferrarese 4;70122, Bari, ;16;4;Siti d'interesse, Luoghi e punti d'interesse;-;-
https://www.tripadvisor.it/Attraction_Review-g187874-d7059421-Reviews-Palazzo_Simi_Centro_Operativo_per_l_Archeologia-Bari_Province_of_Bari_Puglia.html;Palazzo Simi - Centro Operativo per l?Archeologia;Borgo Antico Stradella Lamberti 1;70122, Bari, ;11;4;Siti d'interesse, Luoghi e punti d'interesse;-;-
https://www.tripadvisor.it/Attraction_Review-g187874-d12941368-Reviews-Madonna_Del_Lume_Tabernacolo-Bari_Province_of_Bari_Puglia.html;Madonna Del Lume Tabernacolo;Str. Palazzo di Citta, 60;70122, Bari, ;6;4;Siti d'interesse, Siti religiosi e luoghi sacri, Luoghi e punti d'interesse;-;-
https://www.tripadvisor.it/Attraction_Review-g187874-d11851330-Reviews-Faro_di_Punta_San_Cataldo-Bari_Province_of_Bari_Puglia.html;Faro di Punta San Cataldo;Lungomare Starita;70123, Bari, ;4;4;Siti d'interesse, Luoghi e punti d'interesse, Fari;-;-
https://www.tripadvisor.it/Attraction_Review-g187874-d14063461-Reviews-Corso_Vittorio_Emanuele_II-Bari_Province_of_Bari_Puglia.html;Corso Vittorio Emanuele II;Corso Vittorio Emanuele II;70100, Bari, ;2;4;Siti d'interesse, Luoghi e punti d'interesse;-;-
https://www.tripadvisor.it/Attraction_Review-g187874-d12280790-Reviews-Palazzo_San_Michele-Bari_Province_of_Bari_Puglia.html;Palazzo San Michele;Via S. Benedetto;70014, Bari, ;2;4;Siti d'interesse, Luoghi e punti d'interesse, Edifici architettonici;-;-
https://www.tripadvisor.it/Attraction_Review-g187874-d13004632-Reviews-Palazzo_Arcivescovile-Bari_Province_of_Bari_Puglia.html;Palazzo Arcivescovile;Corso Alcide de Gasperi;70125, Bari, ;1;4;Siti d'interesse, Luoghi e punti d'interesse, Edifici architettonici;-;-
https://www.tripadvisor.it/Attraction_Review-g187874-d4923920-Reviews-Fiera_del_levante-Bari_Province_of_Bari_Puglia.html;Fiera del levante;Lungomare Generale G. Amm. P. Starita 4;70132, Bari, ;106;2.5;Siti d'interesse, Luoghi e punti d'interesse;-;-
https://www.tripadvisor.it/Attraction_Review-g187874-d246482-Reviews-Basilica_San_Nicola-Bari_Province_of_Bari_Puglia.html;Basilica San Nicola;Largo Abate Elia 13;70122, Bari, ;3887;4.5;Siti d'interesse, Chiese e cattedrali;Durata consigliata: Più di 3 ore;Orario di oggi: 07:00 - 20:30
https://www.tripadvisor.it/Attraction_Review-g187874-d2627197-Reviews-Il_Succorpo_della_Cattedrale_di_Bari-Bari_Province_of_Bari_Puglia.html;Il Succorpo della Cattedrale di Bari;Piazza Dell'Odegitria 1;70122, Bari, ;171;4.5;Siti d'interesse, Chiese e cattedrali, Edifici architettonici;-;-
https://www.tripadvisor.it/Attraction_Review-g187874-d7050243-Reviews-Chiesa_di_San_Giovanni_Crisostomo-Bari_Province_of_Bari_Puglia.html;Chiesa di San Giovanni Crisostomo;Arco S. Giovanni, 1;Bari, ;22;4;Siti d'interesse, Chiese e cattedrali, Siti religiosi e luoghi sacri;-;-
https://www.tripadvisor.it/Attraction_Review-g187874-d10256867-Reviews-Chiesa_di_San_Giacomo-Bari_Province_of_Bari_Puglia.html;Chiesa di San Giacomo;Piazza dell'Odegitria;70122, Bari, ;20;4;Siti d'interesse, Chiese e cattedrali, Siti religiosi e luoghi sacri;Durata consigliata: Meno di 1 ora;-
https://www.tripadvisor.it/Attraction_Review-g187874-d10596715-Reviews-Chiesa_di_S_Giuseppe-Bari_Province_of_Bari_Puglia.html;Chiesa di S. Giuseppe;Largo Mons. Curi, 17;70121, Bari, ;19;4.5;Siti d'interesse, Chiese e cattedrali;Durata consigliata: Meno di 1 ora;-
https://www.tripadvisor.it/Attraction_Review-g187874-d8874126-Reviews-Chiesa_di_Santa_Teresa_dei_Maschi-Bari_Province_of_Bari_Puglia.html;Chiesa di Santa Teresa dei Maschi;Strada Santa Teresa Dei Maschi 25-26;70122, Bari, ;19;4;Siti d'interesse, Chiese e cattedrali, Siti religiosi e luoghi sacri;Durata consigliata: Meno di 1 ora;-
https://www.tripadvisor.it/Attraction_Review-g187874-d8874097-Reviews-Chiesa_San_Marco_dei_Veneziani-Bari_Province_of_Bari_Puglia.html;Chiesa San Marco dei Veneziani;Strada San Marco 7;70122, Bari, ;32;4;Siti d'interesse, Chiese e cattedrali, Siti religiosi e luoghi sacri;Durata consigliata: Meno di 1 ora;-
https://www.tripadvisor.it/Attraction_Review-g187874-d12941364-Reviews-Chiesa_di_Sant_Anna-Bari_Province_of_Bari_Puglia.html;Chiesa di Sant'Anna;Strada Palazzo di Citta' 63;70122, Bari, ;6;4;Siti d'interesse, Chiese e cattedrali;-;-
https://www.tripadvisor.it/Attraction_Review-g187874-d12941366-Reviews-Chiesa_del_Gesu-Bari_Province_of_Bari_Puglia.html;Chiesa del Gesu;Vico Gesuiti, 17;Bari, ;7;4;Siti d'interesse, Chiese e cattedrali;-;-
https://www.tripadvisor.it/Attraction_Review-g187874-d11886997-Reviews-Arciconfraternita_Maria_Ss_Del_Rosario-Bari_Province_of_Bari_Puglia.html;Arciconfraternita Maria Ss Del Rosario;Via Intendenza, 77;70122, Bari, ;5;4;Siti d'interesse, Chiese e cattedrali;Durata consigliata: Meno di 1 ora;-
https://www.tripadvisor.it/Attraction_Review-g1057217-d10205317-Reviews-Chiesa_Di_Santa_Chiara-Noci_Province_of_Bari_Puglia.html;Chiesa di Santa Chiara;Strada Santa Chiara 22;70122, Bari, ;7;3.5;Siti d'interesse, Chiese e cattedrali;Durata consigliata: Meno di 1 ora;-
https://www.tripadvisor.it/Attraction_Review-g187874-d11548908-Reviews-Basilica_Parrocchia_Santa_Fara-Bari_Province_of_Bari_Puglia.html;Basilica Parrocchia Santa Fara;Via Generale Nicola Bellomo 94;70124, Bari, ;3;3.5;Siti d'interesse, Chiese e cattedrali;Durata consigliata: 1-2 ore;-
https://www.tripadvisor.it/Attraction_Review-g187874-d12941398-Reviews-Arciconfraternita_di_San_Giuseppe-Bari_Province_of_Bari_Puglia.html;Arciconfraternita di San Giuseppe;Via Filippo Corridoni 18;70122, Bari, ;1;5;Siti d'interesse, Chiese e cattedrali;-;-
https://www.tripadvisor.it/Attraction_Review-g187874-d10375960-Reviews-Chiesa_di_San_Michele_Arcangelo-Bari_Province_of_Bari_Puglia.html;Chiesa di San Michele Arcangelo;Strada De' Gironda 14-15;70122, Bari, ;3;3.5;Siti d'interesse, Chiese e cattedrali;Durata consigliata: Meno di 1 ora;-
https://www.tripadvisor.it/Attraction_Review-g187874-d13202384-Reviews-Chiesa_di_Stella_Maris-Bari_Province_of_Bari_Puglia.html;Chiesa di Stella Maris;Parallela Via Vittorio Veneto;Bari, ;1;4;Siti d'interesse, Chiese e cattedrali;-;-
https://www.tripadvisor.it/Attraction_Review-g10368972-d13203725-Reviews-Chiesa_di_Santa_Maria_del_Fonte-Carbonara_di_Bari_Bari_Province_of_Bari_Puglia.html;Chiesa di Santa Maria del Fonte;Piazza Santa Maria del Fonte 11;70131 Carbonara di Bari, Bari, ;1;3;Siti d'interesse, Chiese e cattedrali;-;-
https://www.tripadvisor.it/Attraction_Review-g187874-d16342857-Reviews-Chiesa_Sacro_cuore-Bari_Province_of_Bari_Puglia.html;Chiesa Sacro cuore;Via Cardassi, 15;70121, Bari, ;1;2;Siti d'interesse, Chiese e cattedrali;-;-
https://www.tripadvisor.it/Attraction_Review-g187874-d16342371-Reviews-Chiesa_di_San_Ferdinando-Bari_Province_of_Bari_Puglia.html;Chiesa di San Ferdinando;Via Sparano da Bari;70121, Bari, ;1;2;Siti d'interesse, Chiese e cattedrali;-;-
https://www.tripadvisor.it/Attraction_Review-g187874-d15317908-Reviews-Oasi_San_Martino-Bari_Province_of_Bari_Puglia.html;Oasi San Martino;Via Camillo Rosalba 60/A;70124, Bari, ;0;-;Siti d'interesse, Chiese e cattedrali;-;-
https://www.tripadvisor.it/Attraction_Review-g10368972-d15317867-Reviews-Chiesa_della_Madonna_di_Pompei-Carbonara_di_Bari_Bari_Province_of_Bari_Puglia.html;Chiesa della Madonna di Pompei;Via Vittorio Veneto 124;70100 Carbonara di Bari, Bari, ;0;-;Siti d'interesse, Chiese e cattedrali;-;-
https://www.tripadvisor.it/Attraction_Review-g10368972-d15298063-Reviews-Parrocchia_del_Santissimo_Rosario-Carbonara_di_Bari_Bari_Province_of_Bari_Pugl.html;Parrocchia del Santissimo Rosario;Via Manzoni Alessandro;70100 Carbonara di Bari, Bari, ;0;-;Siti d'interesse, Chiese e cattedrali;-;-
https://www.tripadvisor.it/Attraction_Review-g187874-d15297989-Reviews-Parrocchia_di_Santa_Maria_del_Campo_e_della_Pieta-Bari_Province_of_Bari_Puglia.html;Parrocchia di Santa Maria del Campo e della Piet…;Piazza Santa Maria del Campo, 12;70129, Bari, ;0;-;Siti d'interesse, Chiese e cattedrali;-;-
https://www.tripadvisor.it/Attraction_Review-g187874-d13815039-Reviews-Chiesa_di_San_Giorgio_degli_Armeni-Bari_Province_of_Bari_Puglia.html;Chiesa di San Giorgio degli Armeni;Via San Giorgio Martire;70124, Bari, ;0;-;Siti d'interesse, Chiese e cattedrali;-;-
https://www.tripadvisor.it/Attraction_Review-g187874-d13203727-Reviews-Chiesa_di_Maria_Santissima_Addolorata-Bari_Province_of_Bari_Puglia.html;Chiesa di Maria Santissima Addolorata;Via Giulio Petroni 125;70124, Bari, ;0;-;Siti d'interesse, Chiese e cattedrali;-;-
https://www.tripadvisor.it/Attraction_Review-g187874-d13203723-Reviews-Patronato_di_Venere-Bari_Province_of_Bari_Puglia.html;Patronato di Venere;Piazza di Carbonara Umberto I, 52;Bari, ;0;-;Siti d'interesse, Chiese e cattedrali;-;-
https://www.tripadvisor.it/Attraction_Review-g187874-d13202381-Reviews-Parrocchia_S_Michele_Arcangelo_a_Palese-Bari_Province_of_Bari_Puglia.html;Parrocchia S. Michele Arcangelo a Palese;Via Cesare Battisti 2;70129, Bari, ;0;-;Siti d'interesse, Chiese e cattedrali;-;-
https://www.tripadvisor.it/Attraction_Review-g187874-d12948547-Reviews-Chiesa_Cattolica_Parrocchiale_S_Francesco_D_Assisi-Bari_Province_of_Bari_Puglia.html;Chiesa Cattolica Parrocchiale S. Francesco D'Assisi;Via Peucetia 5;70126, Bari, ;0;-;Siti d'interesse, Chiese e cattedrali;-;-
https://www.tripadvisor.it/Attraction_Review-g187874-d12948541-Reviews-Chiesa_di_San_Carlo_Borromeo-Bari_Province_of_Bari_Puglia.html;Chiesa di San Carlo Borromeo;Via Colonnello de Cristoforis 7;70123, Bari, ;0;-;Siti d'interesse, Chiese e cattedrali;-;-
https://www.tripadvisor.it/Attraction_Review-g187874-d11962073-Reviews-Santuario_Maria_SS_delle_Grazie-Bari_Province_of_Bari_Puglia.html;Santuario Maria SS. delle Grazie;Circa 7 km Dal Centro;Bari, ;0;-;Siti d'interesse, Chiese e cattedrali;Durata consigliata: Meno di 1 ora;-
https://www.tripadvisor.it/Attraction_Review-g187874-d8571133-Reviews-Palazzo_Fizzarotti-Bari_Province_of_Bari_Puglia.html;Palazzo Fizzarotti;Corso Vittorio Emanuele II 193;70122, Bari, ;47;4.5;Siti d'interesse, Edifici architettonici;-;-
https://www.tripadvisor.it/Attraction_Review-g187874-d12491892-Reviews-Palazzo_della_Provincia-Bari_Province_of_Bari_Puglia.html;Palazzo della Provincia;Tra il Lungomare Nazario Sauro, Via Spalato, Via Cattaro e Le Case dei Ferrovieri;Bari, ;5;4;Siti d'interesse, Edifici architettonici;Durata consigliata: Meno di 1 ora;-
https://www.tripadvisor.it/Attraction_Review-g187874-d12839725-Reviews-Stazione_Bari_Centrale-Bari_Province_of_Bari_Puglia.html;Stazione Bari Centrale;Piazza Aldo Moro;Bari, ;27;3.5;Siti d'interesse, Edifici architettonici, Altro;Durata consigliata: Meno di 1 ora;-
https://www.tripadvisor.it/Attraction_Review-g187874-d12885442-Reviews-Quartiere_Umbertino_Madonnella-Bari_Province_of_Bari_Puglia.html;Quartiere Umbertino - Madonnella;Via De Giosa;70121, Bari, ;2;4;Siti d'interesse, Edifici architettonici;Durata consigliata: 1-2 ore;-
https://www.tripadvisor.it/Attraction_Review-g187874-d12491887-Reviews-Palazzo_Chimienti-Bari_Province_of_Bari_Puglia.html;Palazzo Chimienti;Via Marchese di Montrone 99;70122, Bari, ;1;4;Siti d'interesse, Edifici architettonici;Durata consigliata: Meno di 1 ora;-
https://www.tripadvisor.it/Attraction_Review-g187874-d12491880-Reviews-Palazzo_Clemente-Bari_Province_of_Bari_Puglia.html;Palazzo Clemente;Piazza Umberto I, 21-22;Bari, ;1;4;Siti d'interesse, Edifici architettonici;Durata consigliata: Meno di 1 ora;-
https://www.tripadvisor.it/Attraction_Review-g187874-d12491868-Reviews-Palazzo_Anelli-Bari_Province_of_Bari_Puglia.html;Palazzo Anelli;Corso Alcide De Gasperi;Bari, ;1;4;Siti d'interesse, Edifici architettonici;Durata consigliata: Meno di 1 ora;-
https://www.tripadvisor.it/Attraction_Review-g187874-d16643940-Reviews-Banca_d_Italia-Bari_Province_of_Bari_Puglia.html;Banca d'Italia;Corso Cavour 4;70121, Bari, ;3;3;Siti d'interesse, Edifici architettonici;-;-
https://www.tripadvisor.it/Attraction_Review-g187874-d16643936-Reviews-Palazzo_della_Camera_di_Commercio_di_Bari-Bari_Province_of_Bari_Puglia.html;Palazzo della Camera di Commercio di Bari;Corso Cavour 2;70121, Bari, ;2;3;Siti d'interesse, Edifici architettonici;-;-
https://www.tripadvisor.it/Attraction_Review-g10368972-d15298147-Reviews-Castello_di_Carbonara_di_Bari-Carbonara_di_Bari_Bari_Province_of_Bari_Puglia.html;Castello di Carbonara di Bari;Piazza Trieste 8;70131 Carbonara di Bari, Bari, ;0;-;Siti d'interesse, Edifici architettonici;-;-
https://www.tripadvisor.it/Attraction_Review-g187874-d4196351-Reviews-Pinacoteca_Corrado_Giaquinto-Bari_Province_of_Bari_Puglia.html;Pinacoteca Corrado Giaquinto;Lungomare Nazario Sauro 17;70121, Bari, ;74;4;Musei, Musei specializzati;Durata consigliata: 1-2 ore;Orario di oggi: 09:00 - 18:30
https://www.tripadvisor.it/Attraction_Review-g187874-d6613225-Reviews-Planetario_Sky_Skan-Bari_Province_of_Bari_Puglia.html;Planetario Sky Skan;Lungomare Generale G. Amm. P. Starita Nø 4;70132, Bari, ;39;4;Musei, Osservatori e planetari;-;-
https://www.tripadvisor.it/Attraction_Review-g187874-d7736288-Reviews-Museo_Diocesano_Sezione_Bari-Bari_Province_of_Bari_Puglia.html;Museo Diocesano - Sezione Bari;Via dei Dottula;70122, Bari, ;32;4.5;Musei, Musei specializzati;-;Orario di oggi: Chiuso
https://www.tripadvisor.it/Attraction_Review-g187874-d15873201-Reviews-Baart_Gallery-Bari_Province_of_Bari_Puglia.html;Baart Gallery;Via Alessandro Maria Calefati 35;70121, Bari, ;8;5;Shopping, Musei, Gallerie d'arte;Durata consigliata: Meno di 1 ora;-
https://www.tripadvisor.it/Attraction_Review-g187874-d5982338-Reviews-Museo_Nicolaiano-Bari_Province_of_Bari_Puglia.html;Museo Nicolaiano;Largo Urbano II;70122, Bari, ;29;4.5;Musei, Musei specializzati;Durata consigliata: 1-2 ore;-
https://www.tripadvisor.it/Attraction_Review-g187874-d5308992-Reviews-Piccolo_Museo_didattico_del_cinema-Bari_Province_of_Bari_Puglia.html;Piccolo Museo didattico del cinema;Piazzetta Eleonora - Quart. San Pio;70128, Bari, ;7;4.5;Musei, Musei specializzati;Durata consigliata: 1-2 ore;Orario di oggi: 09:00 - 13:00
https://www.tripadvisor.it/Attraction_Review-g187874-d10055776-Reviews-Associazione_Culturale_Doppelgaenger-Bari_Province_of_Bari_Puglia.html;Associazione Culturale Doppelgaenger;Via Verrone 8;70122, Bari, ;4;5;Musei, Shopping, Gallerie d'arte;Durata consigliata: Meno di 1 ora;Orario di oggi: 17:00 - 20:00
https://www.tripadvisor.it/Attraction_Review-g187874-d10360883-Reviews-Museo_Civico_Bari-Bari_Province_of_Bari_Puglia.html;Museo Civico Bari;Strada Sagges, 13;70122, Bari, ;26;3.5;Musei, Musei specializzati, Musei storici;-;Orario di oggi: 10:00 - 18:00
https://www.tripadvisor.it/Attraction_Review-g187874-d4412582-Reviews-Planetario_Villa_Framarino-Bari_Province_of_Bari_Puglia.html;Planetario - Villa Framarino;S.P. Palese - Bitonto;Bari, ;12;4;Musei, Osservatori e planetari;-;-
https://www.tripadvisor.it/Attraction_Review-g187874-d2492472-Reviews-Museo_Archeologico_di_Santa_Scolastica-Bari_Province_of_Bari_Puglia.html;Museo Archeologico di Santa Scolastica;P.zza Umberto, I;70122, Bari, ;29;3.5;Musei, Musei specializzati;-;Orario di oggi: 08:30 - 18:30
https://www.tripadvisor.it/Attraction_Review-g187874-d10361016-Reviews-Museo_di_Scienze_della_Terra_di_Bari-Bari_Province_of_Bari_Puglia.html;Museo di Scienze della Terra di Bari;Via Edoardo Orabona 4;70125, Bari, ;2;4;Musei, Musei della scienza, Musei di storia naturale;Durata consigliata: Meno di 1 ora;Orario di oggi: 09:00 - 13:00
https://www.tripadvisor.it/Attraction_Review-g187874-d10361146-Reviews-Museo_di_Zoologia_L_Liaci-Bari_Province_of_Bari_Puglia.html;"Museo di Zoologia ""L. Liaci""";Via Edoardo Orabona 4;70125, Bari, ;2;3.5;Musei, Musei specializzati, Altro;Durata consigliata: Meno di 1 ora;Orario di oggi: 09:00 - 13:00
https://www.tripadvisor.it/Attraction_Review-g187874-d10055760-Reviews-Muratcentoventidue_Cultural_Association-Bari_Province_of_Bari_Puglia.html;Muratcentoventidue Cultural Association;Via Gioacchino Murat Murat 122/b;70123, Bari, ;1;4;Musei, Shopping, Gallerie d'arte;Durata consigliata: Meno di 1 ora;Orario di oggi: 17:00 - 20:00
https://www.tripadvisor.it/Attraction_Review-g187874-d10360884-Reviews-Collezione_del_Dipartimento_di_Fisica-Bari_Province_of_Bari_Puglia.html;Collezione del Dipartimento di Fisica;Via Giovanni Amendola 173;70126, Bari, ;1;3;Musei, Musei specializzati, Musei della scienza;Durata consigliata: Meno di 1 ora;-
https://www.tripadvisor.it/Attraction_Review-g187874-d9727102-Reviews-Cittadella_Mediterranea_della_Scienza-Bari_Province_of_Bari_Puglia.html;Cittadella Mediterranea della Scienza;Viale Biagio Accolti Gil, 2;70132, Bari, ;9;3;Musei, Siti d'interesse, Altro;Durata consigliata: 1-2 ore;Orario di oggi: 10:00 - 13:00, 15:00 - 18:00
https://www.tripadvisor.it/Attraction_Review-g187874-d14135929-Reviews-206_The_Unknown_Gallery-Bari_Province_of_Bari_Puglia.html;206 The Unknown Gallery;Via Dei Mille 206;70126, Bari, ;0;-;Musei, Shopping, Gallerie d'arte;-;-
https://www.tripadvisor.it/Attraction_Review-g187874-d8818111-Reviews-Erboristeria_Erbavoglio-Bari_Province_of_Bari_Puglia.html;Erboristeria Erbavoglio;Via Armando Diaz 9/f;70128, Bari, ;22;5;Shopping, Negozi di specialità e articoli da regalo; Quando la tradizione dell?erboristeria incontra le reali esigenze della vita moderna, sbocciano i prodotti di ERBAVOGLIO. Via Armando Diaz 9/F Bari Palese Durata consigliata: Meno di 1 ora ;-
