URL;NAME;ADDRESS;CITY;CATEGORY;PHONE NUMBER;RATINGS;AVG RATINGS;SPECIAL DIETS;MEALS;CERTIFICATIONS
https://www.tripadvisor.it/Restaurant_Review-g187874-d2175005-Reviews-Bari_Napoli-Bari_Province_of_Bari_Puglia.html;Bari Napoli;Via Nicolo' Piccinni 187/189;70122, Bari,;$$ - $$$, Italiana, Pizza, Mediterranea;+39 080 990 5452;1794;4;Per vegetariani, Opzioni vegane, Opzioni senza glutine;Pranzo, Cena, Dopo mezzanotte;-
https://www.tripadvisor.it/Restaurant_Review-g187874-d5826956-Reviews-Joy_s_Shop-Bari_Province_of_Bari_Puglia.html;Joy's Pub;Corso Sidney Sonnino 118/d;70121, Bari,;$$ - $$$, Irlandese, Pub;+39 080 554 2854;109;3.5;-;Cena;-
https://www.tripadvisor.it/Restaurant_Review-g187874-d2485836-Reviews-Blue_Eyes-Bari_Province_of_Bari_Puglia.html;Blue Eyes;Via Muciaccia 4;Bari,;$, Italiana;+39 327 762 2816;248;4;-;Pranzo, Cena, Dopo mezzanotte;-
https://www.tripadvisor.it/Restaurant_Review-g187874-d2250654-Reviews-Pizzeria_Enzo_E_Ciro-Bari_Province_of_Bari_Puglia.html;Pizzeria Enzo E Ciro;Via Matteo Renato Imbriani 79;70121, Bari,;$$ - $$$, Italiana, Pizza, Mediterranea;+39 080 554 1535;520;3.5;Per vegetariani;Cena, Dopo mezzanotte;-
https://www.tripadvisor.it/Restaurant_Review-g187874-d6681490-Reviews-Matiti_Brown-Bari_Province_of_Bari_Puglia.html;Matiti Brown;Piazza del Ferrarese, 17;70122, Bari,;$$ - $$$, Italiana, Mediterranea, Per vegetariani;+39 329 655 1349;199;3;Per vegetariani, Opzioni vegane;-;-
https://www.tripadvisor.it/Restaurant_Review-g187874-d2318210-Reviews-Ristorante_carne_Bari_El_Churrasco-Bari_Province_of_Bari_Puglia.html;El Churrasco;Via Guido Dorso 57/59/61;70125, Bari,;$$ - $$$, Opzioni senza glutine;+39 080 502 4367;343;4;-;Pranzo, Cena, Dopo mezzanotte;-
https://www.tripadvisor.it/Restaurant_Review-g187874-d942704-Reviews-La_Cecchina-Bari_Province_of_Bari_Puglia.html;La Cecchina;Piazza Mercantile 31;70122, Bari,;$$ - $$$, Italiana, Per vegetariani, Opzioni vegane;+39 080 521 4147;949;4;Per vegetariani, Opzioni vegane, Opzioni senza glutine;-;-
https://www.tripadvisor.it/Restaurant_Review-g187874-d1597034-Reviews-GIAMPAOLO_RISTORANTE_PIZZERIA-Bari_Province_of_Bari_Puglia.html;GIAMPAOLO RISTORANTE PIZZERIA;Via Lombardi, 18;Bari,;$$ - $$$, Italiana, Pizza, Pesce;+39 080 523 8828;625;4;Opzioni senza glutine, Per vegetariani;Pranzo, Cena, Dopo mezzanotte;-
https://www.tripadvisor.it/Restaurant_Review-g187874-d3952797-Reviews-Il_Gelatiere-Bari_Province_of_Bari_Puglia.html;Il Gelatiere;Viale Antonio Salandra 40;70124, Bari,;$, Pasticcerie e gelaterie;+39 329 678 0233;273;4.5;-;-;Certificato di EccellenzaVincitore 2015, 2017
https://www.tripadvisor.it/Restaurant_Review-g187874-d9751090-Reviews-Ciclatera_Sotto_Il_Mare-Bari_Province_of_Bari_Puglia.html;Ciclatera sotto il mare;Via Venezia 16;70122, Bari,;$$ - $$$, Italiana, Bar, Caffé;+39 375 569 5737;156;4.5;Per vegetariani;Pranzo, Cena, Brunch, Bevande;-
https://www.tripadvisor.it/Restaurant_Review-g187874-d10027668-Reviews-Gelateria_Gasperini_Dal_1936-Bari_Province_of_Bari_Puglia.html;Gelateria Gasperini Dal 1936;Corso Cavour 55;70121, Bari,;$$ - $$$, Pasticcerie e gelaterie, Per vegetariani;+39 080 524 0071;61;4;-;-;Certificato di EccellenzaVincitore 2018
https://www.tripadvisor.it/Restaurant_Review-g187874-d897062-Reviews-Osteria_Le_Arpie-Bari_Province_of_Bari_Puglia.html;Osteria Le Arpie;Vico Arco del Carmine 2;70122, Bari,;$$ - $$$, Italiana, Pesce, Mediterranea;+39 080 521 7988;660;4;Per vegetariani;-;-
https://www.tripadvisor.it/Restaurant_Review-g187874-d4458221-Reviews-Villa_de_Grecis_Eventi-Bari_Province_of_Bari_Puglia.html;Villa de Grecis;Via delle Murge 63;70124, Bari ;$$$$, Italiana, Pesce, Mediterranea;+39 080 504 5229;234;4.5;Per vegetariani, Opzioni vegane, Opzioni senza glutine;Pranzo, Cena;Certificato di EccellenzaVincitore 2016 - 2018
https://www.tripadvisor.it/Restaurant_Review-g187874-d9802280-Reviews-Mastro_Ciccio-Bari_Province_of_Bari_Puglia.html;Mastro Ciccio;Corso Vittorio Emanuele, 15;70122, Bari, ;$, Italiana, Pizza, Mediterranea;+39 080 521 0001;1732;4.5;Per vegetariani, Opzioni vegane;-;Certificato di EccellenzaVincitore 2017 - 2018
https://www.tripadvisor.it/Restaurant_Review-g187874-d3522092-Reviews-Caffe_Vergnano-Bari_Province_of_Bari_Puglia.html;Caffe Vergnano;Via Amendola 128 B;70126, Bari, ;$$ - $$$, Italiana, Bar, Caffé;+39 080 558 6586;549;4.5;Per vegetariani, Opzioni vegane, Opzioni senza glutine;Colazione, Pranzo, Cena, Brunch, Dopo mezzanotte;Certificato di EccellenzaVincitore 2015 - 2018
https://www.tripadvisor.it/Restaurant_Review-g187874-d3565577-Reviews-La_Ciclatera-Bari_Province_of_Bari_Puglia.html;La Ciclatera;Corte Colagualano 36;70122, Bari, ;$, Italiana, Bar, Caffé;+39 333 373 5155;451;4.5;Per vegetariani;-;Certificato di EccellenzaVincitore 2015 - 2018
https://www.tripadvisor.it/Restaurant_Review-g187874-d4476661-Reviews-Origini_Evento_in_Purezza-Bari_Province_of_Bari_Puglia.html;Origini Evento in Purezza;Via Don Luigi sturzo,29;Bari, ;$$ - $$$, Italiana, Mediterranea, Per vegetariani;+39 080 972 7051;545;4.5;Per vegetariani, Opzioni vegane, Opzioni senza glutine;Pranzo, Cena, Brunch, Dopo mezzanotte;Certificato di EccellenzaVincitore 2015 - 2018
https://www.tripadvisor.it/Restaurant_Review-g187874-d7289061-Reviews-Hagakure_Tatami_Yakiniku_Sushi-Bari_Province_of_Bari_Puglia.html;Hagakure -Tatami Yakiniku & Sushi;Via G. Posca, 7;70124, Bari, ;$$$$, Giapponese, Fusion;+39 080 202 5770;215;4.5;Giapponese, Fusion;Cena, Pranzo;Certificato di EccellenzaVincitore 2016 - 2018
https://www.tripadvisor.it/Restaurant_Review-g187874-d3210620-Reviews-Atena_Focacce-Bari_Province_of_Bari_Puglia.html;Atena Focacce;Via Scipione Crisanzio 8;70122, Bari, ;$, Italiana, Fast food, Gastronomia;+39 348 383 7725;294;4.5;Per vegetariani;-;Certificato di EccellenzaVincitore 2015 - 2018
https://www.tripadvisor.it/Restaurant_Review-g187874-d10140418-Reviews-Gola_Gourmet_Kitchen-Bari_Province_of_Bari_Puglia.html;Gola Gourmet Kitchen;Via Camillo Rosalba 47/K;70124, Bari, ;$$ - $$$, Italiana, Pesce, Mediterranea;+39 080 205 0983;513;4.5;Per vegetariani, Opzioni vegane, Opzioni senza glutine;-;Certificato di EccellenzaVincitore 2018
https://www.tripadvisor.it/Restaurant_Review-g187874-d10207243-Reviews-FishFizz-Bari_Province_of_Bari_Puglia.html;FishFizz;Via G. Posca, 43;70124, Bari, ;$$ - $$$, Italiana, Bar, Pesce;+39 340 661 1962;265;4.5;Italiana, Bar, Pesce, Birreria, Fusion;Pranzo, Cena, Brunch, Dopo mezzanotte, Bevande;Certificato di EccellenzaVincitore 2018
https://www.tripadvisor.it/Restaurant_Review-g187874-d3667573-Reviews-Gulp-Bari_Province_of_Bari_Puglia.html;Gulp;Via Pappacena, 24/A, 26, 4/G;70124, Bari, ;$$ - $$$, Italiana, Bar, Mediterranea;+39 080 975 8460;1218;4.5;Per vegetariani, Opzioni vegane, Opzioni senza glutine;-;Certificato di EccellenzaVincitore 2015 - 2018
https://www.tripadvisor.it/Restaurant_Review-g187874-d1892960-Reviews-Le_Giare_Ristorante-Bari_Province_of_Bari_Puglia.html;Le Giare Ristorante;Corso Alcide De Gasperi, 308 F;70125, Bari, ;$$ - $$$, Italiana, Contemporanea, Per vegetariani;+39 080 501 1383;238;4.5;Per vegetariani, Opzioni vegane, Opzioni senza glutine;-;Certificato di EccellenzaVincitore 2015 - 2018
https://www.tripadvisor.it/Restaurant_Review-g187874-d7716795-Reviews-Paoletti_Norcineria_ToscoPugliese-Bari_Province_of_Bari_Puglia.html;Paoletti - Norcineria ToscoPugliese;Via Giulio Petroni 37/C;70100, Bari, ;$$ - $$$, Italiana;+39 320 710 3608;309;4.5;-;Pranzo, Cena, Brunch;Certificato di EccellenzaVincitore 2017 - 2018
https://www.tripadvisor.it/Restaurant_Review-g187874-d3844537-Reviews-Rosticceria_Oriente-Bari_Province_of_Bari_Puglia.html;Rosticceria Oriente;Viale Orazio Flacco 40;70124, Bari, ;$, Italiana, Per vegetariani;+39 080 561 3194;393;4.5;Per vegetariani;Pranzo, Cena, Brunch, Dopo mezzanotte;Certificato di EccellenzaVincitore 2015 - 2018
https://www.tripadvisor.it/Restaurant_Review-g187874-d2561784-Reviews-Il_Grottino-Bari_Province_of_Bari_Puglia.html;Il Grottino;Via Francesco Rismondi 3;70123, Bari, ;$, Italiana, Pizza, Per vegetariani;+39 080 574 0970;427;4.5;Per vegetariani, Opzioni vegane;Cena, Dopo mezzanotte;Certificato di EccellenzaVincitore 2015 - 2018
https://www.tripadvisor.it/Restaurant_Review-g187874-d3167451-Reviews-Il_Bugigattolo-Bari_Province_of_Bari_Puglia.html;Il Bugigattolo;Via Gaetano Salvemini 97;70125, Bari, ;$, Italiana, Pizza, Per vegetariani;+39 340 151 7737;315;4.5;Per vegetariani, Opzioni vegane;Pranzo, Cena, Dopo mezzanotte;Certificato di EccellenzaVincitore 2015 - 2018
https://www.tripadvisor.it/Restaurant_Review-g187874-d2558992-Reviews-Hagakure_Fusion_e_Sushi-Bari_Province_of_Bari_Puglia.html;Hagakure - Fusion e Sushi;Via Giovanni Amendola 203;70126, Bari, ;$$$$, Giapponese, Pesce, Sushi;+39 080 548 4792;873;4.5;Per vegetariani, Opzioni senza glutine;-;Certificato di EccellenzaVincitore 2015 - 2018
https://www.tripadvisor.it/Restaurant_Review-g187874-d6717339-Reviews-La_Tana_Del_Polpo-Bari_Province_of_Bari_Puglia.html;La Tana Del Polpo;Via Vallisa 50-51;Bari, ;$$ - $$$, Italiana, Pesce, Mediterranea;+39 080 975 3338;3405;4.5;Per vegetariani, Opzioni senza glutine;Pranzo, Cena, Dopo mezzanotte;-
https://www.tripadvisor.it/Restaurant_Review-g187874-d2052711-Reviews-Braceria_Signorile-Bari_Province_of_Bari_Puglia.html;Braceria Signorile;Via Giulio Petroni 12;70124, Bari, ;$$ - $$$, Italiana, Steakhouse, Mediterranea;+39 080 542 6105;1041;4.5;Opzioni senza glutine;-;Certificato di EccellenzaVincitore 2015 - 2018
https://www.tripadvisor.it/Restaurant_Review-g187874-d13199822-Reviews-Le_Veronique_Einaudi-Bari_Province_of_Bari_Puglia.html;Le Veronique Einaudi;Viale Luigi Einaudi 93;70125, Bari, ;$$ - $$$, Francese, Birreria, Grill;+39 080 850 1216;127;4.5;-;Bevande, Pranzo, Cena;-
https://www.tripadvisor.it/Restaurant_Review-g187874-d4455100-Reviews-Black_White-Bari_Province_of_Bari_Puglia.html;Black & White;Piazza Mercantile nr. 77;70122, Bari, ;$$ - $$$, Pesce, Europea, Per vegetariani;+39 080 521 7193;1201;4.5;Per vegetariani, Opzioni vegane, Opzioni senza glutine;-;Certificato di EccellenzaVincitore 2015 - 2018
https://www.tripadvisor.it/Restaurant_Review-g187874-d11593087-Reviews-Lievito_Pizza_E_Dintorni-Bari_Province_of_Bari_Puglia.html;Lievito Pizza E Dintorni;Via Gaetano Salvemini, 14/D;70125, Bari, ;$$ - $$$, Italiana, Pizza, Per vegetariani;+39 080 917 9451;332;4.5;Per vegetariani, Opzioni vegane, Opzioni senza glutine;-;Certificato di EccellenzaVincitore 2018
https://www.tripadvisor.it/Restaurant_Review-g187874-d3773647-Reviews-Le_Nicchie-Bari_Province_of_Bari_Puglia.html;Le Nicchie;Vico Corsioli 11/b;70122, Bari, ;$$ - $$$, Italiana, Mediterranea, Europea;+39 080 883 5025;316;4.5;Per vegetariani, Opzioni vegane, Opzioni senza glutine;Pranzo, Cena, Brunch;Certificato di EccellenzaVincitore 2018
https://www.tripadvisor.it/Restaurant_Review-g187874-d1945625-Reviews-Ristorante_Opera-Bari_Province_of_Bari_Puglia.html;Ristorante Opera;Via Nicolò Piccinni 151;70122, Bari, ;$$ - $$$, Pesce, Per vegetariani, Opzioni vegane;+39 340 177 4153;577;4.5;Per vegetariani, Opzioni vegane, Opzioni senza glutine;-;-
https://www.tripadvisor.it/Restaurant_Review-g187874-d3329979-Reviews-El_Pedro-Bari_Province_of_Bari_Puglia.html;El Pedro;Via Nicolo' Piccinni 152;70122, Bari, ;$, Italiana, Mediterranea, Per vegetariani;0805211294-152;414;4.5;Per vegetariani, Opzioni vegane;Pranzo, Cena;Certificato di EccellenzaVincitore 2015 - 2018
https://www.tripadvisor.it/Restaurant_Review-g187874-d2356419-Reviews-Cibo-Bari_Province_of_Bari_Puglia.html;Cibo';Piazza Mercantile 29;70122, Bari, ;$, Italiana, Fast food, Mediterranea;+39 339 795 6736;768;4.5;Per vegetariani, Opzioni vegane;Cena, Dopo mezzanotte;Certificato di EccellenzaVincitore 2015 - 2018
https://www.tripadvisor.it/Restaurant_Review-g187874-d12434032-Reviews-Sensi_Food_Wine-Bari_Province_of_Bari_Puglia.html;Sensi Food & Wine;Via Orfeo Mazzitelli 258 C/D;70124, Bari, ;$$ - $$$, Italiana, Per vegetariani, Opzioni vegane;+39 080 865 1229;213;4.5;Per vegetariani, Opzioni vegane, Opzioni senza glutine;-;-
https://www.tripadvisor.it/Restaurant_Review-g187874-d2732987-Reviews-Pizzeria_Il_Rustico-Bari_Province_of_Bari_Puglia.html;Pizzeria Il Rustico;Via Quintino Sella 95;70122, Bari, ;$, Italiana, Per vegetariani;+39 080 521 6727;567;4;Per vegetariani;Cena, Dopo mezzanotte;Certificato di EccellenzaVincitore 2016 - 2018
https://www.tripadvisor.it/Restaurant_Review-g187874-d2480843-Reviews-Taiki_Japanese_Restaurant-Bari_Province_of_Bari_Puglia.html;Taiki Japanese Restaurant;Via Cardinal Agostino Ciasca, 25;70124, Bari, ;$$ - $$$, Giapponese, Pesce, Sushi;+39 080 568 1000;937;4.5;Per vegetariani, Opzioni senza glutine;-;Certificato di EccellenzaVincitore 2015 - 2018
https://www.tripadvisor.it/Restaurant_Review-g187874-d2297337-Reviews-Ristorante_Giannino-Bari_Province_of_Bari_Puglia.html;Ristorante Giannino;Via Leopardi 38;70126, Bari, ;$$$$, Gastronomia, Italiana, Pesce;+39 080 543 0448;477;4.5;Per vegetariani, Opzioni senza glutine;-;Certificato di EccellenzaVincitore 2015 - 2018
https://www.tripadvisor.it/Restaurant_Review-g187874-d1014272-Reviews-Ristorante_La_Muraya-Bari_Province_of_Bari_Puglia.html;Ristorante La Muraya;Corso Vittorio Emanuele II 140;70122, Bari, ;$$ - $$$, Italiana, Pesce, Mediterranea;+39 080 968 4581;712;4.5;Per vegetariani, Opzioni senza glutine;Pranzo, Cena;Certificato di EccellenzaVincitore 2015 - 2018
https://www.tripadvisor.it/Restaurant_Review-g187874-d12021023-Reviews-Yuzu_Sushi-Bari_Province_of_Bari_Puglia.html;Yuzu Sushi;Viale Papa Giovanni XXIII, 24;70124, Bari, ;$$ - $$$, Cinese, Giapponese, Tailandese;+39 080 896 4321;284;4.5;-;Pranzo, Cena;Certificato di EccellenzaVincitore 2018
https://www.tripadvisor.it/Restaurant_Review-g187874-d7728427-Reviews-GRILL_BURGER_HOUSE-Bari_Province_of_Bari_Puglia.html;GRILL BURGER HOUSE;Corso Vittorio Emanuele II 41;70122, Bari, ;$$ - $$$, Steakhouse, Americana, Birreria;+39 377 981 7806;324;4.5;Per vegetariani, Opzioni senza glutine;-;Certificato di EccellenzaVincitore 2016 - 2018
https://www.tripadvisor.it/Restaurant_Review-g187874-d3774169-Reviews-Rosmely_Brace_Abbracci-Bari_Province_of_Bari_Puglia.html;Rosmely Brace & Abbracci;Via Ada Negri 3;70129, Bari, ;$$ - $$$, Steakhouse, Barbecue, Grill;+39 346 790 0231;433;4.5;Opzioni senza glutine;-;Certificato di EccellenzaVincitore 2015 - 2018
https://www.tripadvisor.it/Restaurant_Review-g187874-d4023534-Reviews-Ristorante_Carducci-Bari_Province_of_Bari_Puglia.html;Ristorante Carducci;Via Giuseppe Capruzzi 326;70124, Bari, ;$$ - $$$, Italiana, Pesce, Mediterranea;+39 080 918 4709;348;4.5;Opzioni senza glutine, Per vegetariani, Opzioni vegane;-;Certificato di EccellenzaVincitore 2015 - 2018
https://www.tripadvisor.it/Restaurant_Review-g187874-d10356584-Reviews-B_5_Bistrot-Bari_Province_of_Bari_Puglia.html;B-5 Bistrot;Via De' Rossi 33-35;70122, Bari, ;$$ - $$$, Steakhouse, Birreria, Pub;+39 349 639 4246;128;4.5;Per vegetariani, Opzioni vegane;Pranzo, Cena, Brunch, Bevande;Certificato di EccellenzaVincitore 2018
https://www.tripadvisor.it/Restaurant_Review-g187874-d7809336-Reviews-Mezcla-Bari_Province_of_Bari_Puglia.html;Mezcla;Via Giuseppe Bozzi 53;70121, Bari, ;$$ - $$$, Asiatica, Fusion, Wine Bar;+39 080 698 2113;244;4.5;Per vegetariani, Opzioni vegane, Opzioni senza glutine;Pranzo, Cena, Brunch;Certificato di EccellenzaVincitore 2016 - 2018
https://www.tripadvisor.it/Restaurant_Review-g187874-d12976530-Reviews-Peppo-Bari_Province_of_Bari_Puglia.html;Peppo;Via Melo da Bari 233;70121, Bari, ;$$ - $$$, Italiana, Pesce, Mediterranea;+39 080 864 1684;316;4.5;Per vegetariani, Opzioni vegane, Opzioni senza glutine;-;-
https://www.tripadvisor.it/Restaurant_Review-g187874-d8459311-Reviews-Ghiotto_Panzerotto-Bari_Province_of_Bari_Puglia.html;Ghiotto Panzerotto;Viale Papa Pio XII, 43;70124, Bari, ;$$ - $$$, Pesce, Mediterranea, Gastronomia;+39 329 294 8244;413;4.5;Per vegetariani;-;-
https://www.tripadvisor.it/Restaurant_Review-g187874-d2696439-Reviews-La_Super_Pizza-Bari_Province_of_Bari_Puglia.html;La Super Pizza;Via N. ANGELINI 12;70124, Bari, ;$$ - $$$, Italiana, Pizza, Mediterranea;+39 393 970 7309;476;4;Per vegetariani, Opzioni vegane;Pranzo, Cena, Dopo mezzanotte;Certificato di EccellenzaVincitore 2015 - 2018
https://www.tripadvisor.it/Restaurant_Review-g187874-d1900148-Reviews-La_Uascezze-Bari_Province_of_Bari_Puglia.html;La Uascezze;Vico Sant'Agostino 2/3;70122, Bari, ;$$ - $$$, Italiana, Mediterranea, Per vegetariani;+39 080 523 6023;1593;4;Per vegetariani, Opzioni vegane, Opzioni senza glutine;Pranzo, Cena;Certificato di EccellenzaVincitore 2015 - 2018
https://www.tripadvisor.it/Restaurant_Review-g187874-d3684895-Reviews-Ristorante_Biancofiore-Bari_Province_of_Bari_Puglia.html;Ristorante Biancofiore;Corso Vittorio Emanuele II, 13;70122, Bari, ;$$$$, Italiana, Pesce, Mediterranea;+39 340 894 6354;1605;4.5;Per vegetariani, Opzioni senza glutine;-;-
https://www.tripadvisor.it/Restaurant_Review-g187874-d4063291-Reviews-L_Albero_Che-Bari_Province_of_Bari_Puglia.html;L'Albero Che...;Via Pasubio, 101;70125, Bari, ;$$ - $$$, Italiana;+39 080 542 5776;247;4;-;Cena, Dopo mezzanotte;Certificato di EccellenzaVincitore 2015 - 2018
https://www.tripadvisor.it/Restaurant_Review-g187874-d4016436-Reviews-Botta-Bari_Province_of_Bari_Puglia.html;Botta;Via Gian Giuseppe Carulli 71;70121, Bari, ;$, Italiana, Pizza, Mediterranea;+39 080 558 8603;256;4.5;Per vegetariani, Opzioni vegane;Cena, Dopo mezzanotte;Certificato di EccellenzaVincitore 2015 - 2018
https://www.tripadvisor.it/Restaurant_Review-g187874-d12401292-Reviews-Lady_Mastro-Bari_Province_of_Bari_Puglia.html;Lady Mastro;Via G. Posca 23/25;70124, Bari, ;$, Pizza, Fast food, Cibo di strada;+39 080 561 8034;59;5;-;Pranzo, Cena, Bevande;-
https://www.tripadvisor.it/Restaurant_Review-g187874-d6850037-Reviews-Panificio_el_Focacciaro-Bari_Province_of_Bari_Puglia.html;Panificio el Focacciaro;Via Salvatore Cognetti 43;70121, Bari, ;$, Italiana, Per vegetariani, Opzioni vegane;+39 080 554 0998;173;4.5;Per vegetariani, Opzioni vegane;Colazione, Pranzo, Cena, Brunch;Certificato di EccellenzaVincitore 2016 - 2018
https://www.tripadvisor.it/Restaurant_Review-g187874-d2026740-Reviews-U_gnore-Bari_Province_of_Bari_Puglia.html;u gnore;Corso Alcide De Gasperi 296;70125, Bari, ;$$ - $$$, Italiana, Pesce;+39 080 502 4529;415;4;-;Pranzo, Cena, Dopo mezzanotte;Certificato di EccellenzaVincitore 2016 - 2018
https://www.tripadvisor.it/Restaurant_Review-g187874-d2322222-Reviews-Osteria_Sopravento_da_Sergione-Bari_Province_of_Bari_Puglia.html;Osteria Sopravento da Sergione;Strada Vallisa, 56;70122, Bari, ;$, Italiana, Mediterranea, Per vegetariani;+39 335 630 1019;414;4;Per vegetariani;-;Certificato di EccellenzaVincitore 2015 - 2018
https://www.tripadvisor.it/Restaurant_Review-g187874-d2276763-Reviews-Shodai-Bari_Province_of_Bari_Puglia.html;Shodai;Piazza Giuseppe Massari 23;70122, Bari, ;$$ - $$$, Giapponese, Pesce, Sushi;+39 080 528 3589;577;4;Per vegetariani, Opzioni vegane, Opzioni senza glutine;Pranzo, Cena;Certificato di EccellenzaVincitore 2015 - 2018
https://www.tripadvisor.it/Restaurant_Review-g187874-d2172438-Reviews-La_Bul-Bari_Province_of_Bari_Puglia.html;La Bul;Via Pasquale Villari 52;70122, Bari, ;$$$$, Italiana, Pesce, Mediterranea;+39 080 523 0576;327;4.5;Per vegetariani;Pranzo, Cena, Dopo mezzanotte;Certificato di EccellenzaVincitore 2015 - 2018
https://www.tripadvisor.it/Restaurant_Review-g187874-d1774416-Reviews-Restaurant_Al_Raffaello-Bari_Province_of_Bari_Puglia.html;Al Raffaello;Via Principe Amedeo 222;70122, Bari, ;$$ - $$$, Italiana, Pizza, Pesce;+39 347 531 3764;372;4;Per vegetariani, Opzioni vegane, Opzioni senza glutine;-;Certificato di EccellenzaVincitore 2015, 2017 - 2018
https://www.tripadvisor.it/Restaurant_Review-g187874-d2437226-Reviews-Al_Paradise-Bari_Province_of_Bari_Puglia.html;Al Paradise;Lungomare Tenente Noviello, 9;70100, Bari, ;$$ - $$$, Italiana, Pizza, Pesce;+39 080 530 6607;450;4;Per vegetariani, Opzioni vegane, Opzioni senza glutine;Pranzo, Cena, Dopo mezzanotte;Certificato di EccellenzaVincitore 2016 - 2018
https://www.tripadvisor.it/Restaurant_Review-g187874-d12321130-Reviews-Koi_Sushi_Restaurant-Bari_Province_of_Bari_Puglia.html;Koi Sushi Restaurant;Via De' Rossi 31;70122, Bari, ;$$ - $$$, Giapponese, Sushi, Asiatica;+39 080 864 5576;223;4.5;Per vegetariani, Opzioni vegane, Opzioni senza glutine;-;-
https://www.tripadvisor.it/Restaurant_Review-g187874-d2398352-Reviews-Taverna_Caprese-Bari_Province_of_Bari_Puglia.html;Taverna Caprese;Via Nicolai 79;70122, Bari, ;$$ - $$$, Mediterranea, Italiana, Pizza;+39 080 321 6776;400;4;Per vegetariani, Opzioni vegane;Pranzo, Cena, Dopo mezzanotte;Certificato di EccellenzaVincitore 2016 - 2018
https://www.tripadvisor.it/Restaurant_Review-g187874-d11871638-Reviews-Osteria_Villari-Bari_Province_of_Bari_Puglia.html;Osteria Villari;Via Pasquale Villari, 54;70122, Bari, ;$$ - $$$, Italiana, Steakhouse, Mediterranea;+39 328 413 2630;181;4.5;Per vegetariani, Opzioni senza glutine;Pranzo, Cena, Bevande;Certificato di EccellenzaVincitore 2018
